student_id,age,gender,class_10_marks,class_12_marks,preferred_subjects,interests,skills,extracurriculars,career_engineer,career_artist,career_teacher,career_scientist,career_writer,career_entrepreneur,career_lawyer,career_doctor,career_designer,career_marketer,career_journalist,career_psychologist,career_photographer,career_developer,career_researcher
1081,21,Male,63.89,80.96,Biology,Education,Sketching,Science Fair,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1082,20,Male,79.98,91.68,Math,Arts,"Machine Learning, Photoshop, Instrument, Rhythm",Psych Club,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1083,22,Other,90.81,65.82,Physics,Arts,"Java, Creativity, Sewing, Writing",Coding Club,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1084,17,Female,66.89,62.91,Political Science,Medicine,"Statistics, C++, Sketching, Photoshop, Singing",Coding Club,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
1085,24,Male,72.66,83.6,Psychology,Education,"Statistics, CSS, Machine Learning",Newspaper,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
1086,17,Female,84.87,77.09,Political Science,Economics,"Voice Modulation, Photography",Coding Club,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0
1087,24,Male,71.8,79.82,Math,Medicine,"C++, Java, Statistics, Sewing, Sketching, Writing, Communication, Dancing",Science Fair,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1
1088,20,Male,66.65,103.07,Political Science,Media,"Java, Photoshop, Sewing, Voice Modulation, Communication, Singing, Instrument",Psych Club,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0
1089,20,Female,58.92,80.22,Psychology,Medicine,"Machine Learning, CSS, Statistics, Sewing, Sketching, Acting",Photo Walk,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
1090,22,Other,95.24,78.08,Psychology,Finance,,Coding Club,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1091,19,Other,73.1,73.71,Math,Technology,"C++, Python, CSS, CAD, Communication, Photography, Acting",Psych Club,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
1092,24,Male,73.2,94.47,Computer Science,Medicine,"Sketching, Sewing, Communication, Rhythm",Science Fair,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1093,24,Other,52.88,96.4,Computer Science,Economics,"Python, C++, Photoshop, Communication, Writing",Photo Walk,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0
1094,24,Male,60.76,74.8,Biology,Media,"Statistics, Sketching, Voice Modulation, Singing, Photography",Photography Club,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
1095,19,Female,70.71,85.06,Political Science,Arts,"Public Speaking, Voice Modulation, Instrument, Photography",Peer Counseling,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1096,25,Other,59.02,83.55,Math,Media,"Machine Learning, Creativity, Sketching",Photo Walk,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1097,19,Other,95.24,61.64,Political Science,Arts,"C++, Public Speaking, Photography",Coding Club,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1098,23,Female,76.9,70.06,Computer Science,Law,"Python, Statistics, Sewing, Public Speaking, Writing, Photography, Dancing",Psych Club,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
1099,18,Male,79.26,78.23,Physics,Arts,"Statistics, Java, Machine Learning, Creativity, Voice Modulation, Communication, Instrument, Dancing",Psych Club,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1
1100,22,Male,68.59,83.85,Political Science,Medicine,"Python, Machine Learning, CSS, Creativity, Sewing, Communication, Rhythm, Dancing",Psych Club,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1
1101,17,Other,93.04,75.71,Biology,Media,"Sewing, CAD, Acting, Rhythm",Photography Club,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1102,18,Other,82.2,62.48,Computer Science,Arts,"C++, Python, Sketching, Acting, Dancing",Media Club,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1103,19,Other,65.44,83.67,Computer Science,Medicine,"Public Speaking, Writing, Acting, Dancing",Peer Counseling,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1104,23,Male,89.84,82.27,Biology,Medicine,"Machine Learning, CSS, CAD, Public Speaking, Communication",Photography Club,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
1105,17,Male,71.87,77.99,Computer Science,Technology,"CSS, Sketching, Acting, Photography",Science Fair,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
1106,23,Other,62.5,85.25,Physics,Finance,"Photoshop, Sewing, Photography",Media Club,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
1107,23,Female,83.82,72.57,Math,Law,"CSS, Statistics, Python, CAD, Writing, Voice Modulation, Instrument, Singing",Science Fair,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1108,22,Male,70.3,81.19,History,Education,"Statistics, C++, Machine Learning, Sketching, Sewing, Acting",Newspaper,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1
1109,17,Female,70.63,77.21,Computer Science,Medicine,"CSS, Sketching, CAD, Communication, Singing",Psych Club,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1110,22,Female,96.0,75.04,Political Science,Law,"Photoshop, CAD, Voice Modulation, Instrument, Acting",Photography Club,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1111,20,Female,71.42,70.23,Computer Science,Law,"C++, Java, Machine Learning, Photoshop",Photo Walk,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1112,21,Other,82.44,75.83,History,Media,"CSS, Machine Learning, Python",Psych Club,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1
1113,23,Female,68.51,93.86,Psychology,Law,"Java, HTML, Python, Sketching, Photoshop, Communication, Singing",Photo Walk,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
1114,20,Other,89.2,70.79,Psychology,Medicine,"Java, Machine Learning, Statistics, Dancing",Newspaper,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1
1115,20,Male,56.33,90.09,Math,Medicine,"CAD, Sewing, Communication, Instrument",Peer Counseling,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1116,25,Other,68.15,87.49,Physics,Education,"Statistics, C++, Sketching, Communication, Photography",Photography Club,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1
1117,22,Male,55.3,88.71,Psychology,Law,"Python, CAD, Sketching, Instrument, Rhythm",Peer Counseling,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1118,25,Male,62.89,86.77,Computer Science,Medicine,"CSS, HTML, Machine Learning, CAD, Photoshop",Newspaper,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
1119,25,Female,75.14,66.55,Math,Law,"Python, Sketching, Photoshop, Public Speaking, Voice Modulation, Dancing",Science Fair,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1120,17,Other,70.93,86.24,Computer Science,Education,"Java, Machine Learning, HTML, Sewing, Public Speaking, Communication",Psych Club,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1121,25,Female,76.06,85.01,Psychology,Media,"Photoshop, Sketching, Writing, Voice Modulation, Singing, Photography",Photo Walk,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
1122,23,Other,94.76,59.23,Psychology,Technology,"Statistics, Acting, Singing",Peer Counseling,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1123,22,Male,91.17,79.25,Biology,Education,"HTML, Machine Learning, Statistics, Communication",Coding Club,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
1124,21,Female,66.01,62.04,Psychology,Education,"Python, Java, C++, Creativity, Dancing",Photography Club,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
1125,18,Female,73.11,89.06,Computer Science,Economics,"Photoshop, Sewing, Public Speaking, Writing",Photography Club,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
1126,17,Other,73.72,96.13,Math,Finance,"C++, Python, CSS, Sketching, Photoshop",Photo Walk,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1127,24,Male,60.49,77.85,Political Science,Law,"CSS, Sewing, Dancing",Media Club,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1128,19,Other,62.48,82.36,Psychology,Psychology,"Photoshop, Sketching, Writing, Dancing",Newspaper,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
1129,19,Other,83.87,72.95,Psychology,Economics,"CSS, Public Speaking, Communication, Photography, Acting",Science Fair,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1
1130,24,Male,48.96,80.39,Biology,Law,"Java, Statistics, Creativity, Writing, Singing",Peer Counseling,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
1131,24,Other,79.37,82.85,Biology,Media,"CSS, Statistics, Sewing, CAD, Communication, Voice Modulation, Instrument",Media Club,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1
1132,24,Male,87.36,65.15,History,Education,"HTML, Python, Statistics, Writing, Photography",Coding Club,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1
1133,24,Other,81.8,92.31,Physics,Medicine,"Statistics, Machine Learning, Photoshop, Sewing",Science Fair,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1134,21,Other,57.21,81.84,Psychology,Law,Voice Modulation,Newspaper,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1135,22,Other,69.96,77.02,Math,Education,"Machine Learning, Statistics",Psych Club,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1136,24,Male,78.48,72.15,Political Science,Law,"HTML, Writing, Voice Modulation, Instrument",Media Club,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1137,18,Female,68.24,78.41,Math,Technology,"HTML, Voice Modulation",Photo Walk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,19,Male,64.13,64.97,Political Science,Medicine,"Java, Machine Learning, Sketching, CAD, Writing, Communication, Acting",Coding Club,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1
1139,21,Male,81.79,64.21,Computer Science,Medicine,"Python, Machine Learning, HTML, Communication, Writing, Singing, Dancing",Newspaper,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1
1140,19,Female,81.66,83.55,Biology,Arts,"Machine Learning, CAD, Public Speaking, Photography",Photo Walk,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1141,21,Male,57.74,69.87,Biology,Education,"CAD, Creativity, Singing, Acting",Peer Counseling,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1142,24,Male,86.94,66.23,Biology,Technology,"Java, Python, Machine Learning, Public Speaking, Dancing",Newspaper,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
1143,19,Female,70.36,83.54,Math,Media,"Machine Learning, Photoshop, Writing, Voice Modulation, Rhythm",Peer Counseling,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1144,19,Female,82.83,74.98,Computer Science,Technology,"HTML, Java, C++, Photoshop, Creativity, Instrument, Rhythm",Newspaper,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0
1145,24,Male,69.02,95.07,Computer Science,Economics,"CSS, Java, Public Speaking, Writing",Peer Counseling,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1146,18,Female,92.39,89.75,Math,Arts,"Python, Java, Communication, Writing, Singing",Photo Walk,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1147,17,Female,75.85,68.3,Biology,Technology,"Voice Modulation, Public Speaking, Acting, Rhythm",Newspaper,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
1148,23,Female,66.7,84.27,Political Science,Psychology,"Machine Learning, HTML, Creativity, Public Speaking",Photography Club,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
1149,19,Female,79.18,94.82,Psychology,Education,"C++, Photoshop, CAD, Communication",Photography Club,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0
1150,24,Female,81.5,59.96,Political Science,Education,"Java, HTML, CAD, Voice Modulation, Acting",Psych Club,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
1151,24,Female,85.52,66.02,English,Law,"Machine Learning, Creativity, Sewing, Instrument, Photography",Coding Club,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
1152,20,Other,71.16,81.0,English,Psychology,"Machine Learning, C++, Communication, Singing",Coding Club,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1153,25,Other,94.96,115.32,Computer Science,Medicine,Photography,Coding Club,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1154,19,Other,81.07,75.8,Physics,Media,"HTML, Communication, Voice Modulation, Dancing, Instrument",Coding Club,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1155,21,Other,80.35,88.65,Psychology,Education,"HTML, CAD, Instrument, Acting",Peer Counseling,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1156,22,Other,71.79,99.54,Math,Economics,,Media Club,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1157,22,Male,77.3,83.97,English,Law,"Java, Photoshop, Public Speaking, Acting, Dancing",Peer Counseling,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
1158,22,Other,81.66,83.06,Psychology,Medicine,"Creativity, Sewing, Singing",Photography Club,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
1159,25,Other,83.39,70.59,Physics,Arts,"Machine Learning, Java, Communication, Voice Modulation",Science Fair,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
1160,17,Male,69.42,64.8,Physics,Psychology,"Java, Python, CSS, Sketching, CAD, Communication, Voice Modulation",Coding Club,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1161,24,Other,79.4,87.35,English,Law,"Python, Java, Public Speaking, Voice Modulation, Instrument",Media Club,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1162,18,Other,79.58,98.09,Political Science,Law,"Sewing, Writing, Photography, Acting",Photography Club,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1163,19,Female,74.94,86.02,History,Technology,Sketching,Photography Club,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1164,20,Other,64.08,73.35,History,Medicine,"C++, Python, Statistics, CAD, Photoshop, Writing",Science Fair,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1
1165,17,Other,81.96,88.19,Math,Medicine,"HTML, CAD, Dancing, Rhythm",Coding Club,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1166,23,Female,72.06,77.14,English,Media,"Machine Learning, C++, Java, Sketching, Communication, Voice Modulation, Rhythm",Coding Club,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1
1167,18,Female,59.82,73.72,Biology,Law,,Media Club,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1168,18,Male,83.9,84.9,English,Economics,Statistics,Psych Club,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
1169,17,Other,80.01,78.6,English,Economics,"Machine Learning, C++, Python, Photoshop, Sewing, Communication, Writing, Singing, Instrument",Psych Club,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1
1170,18,Other,75.07,70.08,Biology,Finance,"Java, Writing, Communication, Dancing",Coding Club,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
1171,25,Male,81.99,83.05,Computer Science,Technology,"HTML, Sewing, Instrument",Science Fair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1172,25,Male,79.92,71.69,Biology,Arts,"Java, CSS, Creativity, Photoshop, Writing, Voice Modulation",Peer Counseling,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
1173,22,Male,53.47,91.17,Psychology,Education,"CSS, Machine Learning, C++, Public Speaking, Dancing",Photography Club,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1174,20,Other,70.21,67.65,Math,Medicine,"Python, Rhythm",Photography Club,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1175,17,Other,81.93,73.3,Physics,Economics,"Photoshop, Sketching, Public Speaking, Voice Modulation, Photography, Singing",Science Fair,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1
1176,21,Other,85.6,85.4,English,Psychology,"C++, HTML, Statistics, Sketching, Communication, Writing, Instrument, Singing",Photo Walk,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1177,22,Female,81.84,61.61,Computer Science,Psychology,"HTML, Statistics, Machine Learning, Acting, Dancing",Photo Walk,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1178,17,Male,87.12,81.14,English,Education,"C++, Python, HTML, Creativity, Sewing, Communication, Writing",Psych Club,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0
1179,17,Female,71.31,79.72,Computer Science,Arts,"Java, Python, CAD, Photography",Photography Club,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1180,21,Male,57.24,82.9,Political Science,Psychology,"HTML, Java, Statistics, Photoshop, Sketching",Science Fair,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
1181,22,Other,64.71,61.77,Computer Science,Medicine,"CSS, Creativity, Voice Modulation",Psych Club,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1182,21,Other,59.78,91.35,Psychology,Law,"CSS, Python, Statistics, Public Speaking, Communication, Rhythm, Instrument",Photography Club,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
1183,22,Other,68.71,96.4,Computer Science,Economics,"C++, HTML, Java, Communication, Dancing",Newspaper,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0
1184,24,Female,69.64,57.51,English,Law,"C++, Sewing, Creativity, Communication, Writing, Photography",Peer Counseling,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0
1185,24,Male,63.83,92.83,English,Media,"Statistics, Java, CSS, Photoshop, Voice Modulation, Communication, Dancing, Rhythm",Media Club,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1
1186,18,Female,73.44,71.42,Physics,Technology,"C++, Communication",Photography Club,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1187,17,Female,76.6,84.02,English,Psychology,"C++, HTML, Sewing, Communication, Public Speaking",Psych Club,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1188,18,Female,86.17,95.38,Math,Technology,"Statistics, CAD, Writing, Communication, Instrument",Photography Club,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1189,19,Female,71.4,62.09,Math,Finance,"CAD, Dancing",Coding Club,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1190,23,Other,70.87,81.12,Psychology,Psychology,"CAD, Communication, Photography, Acting",Photo Walk,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0
1191,21,Male,65.36,66.51,Psychology,Law,"Voice Modulation, Instrument",Newspaper,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1192,22,Other,78.44,77.42,Physics,Media,"Machine Learning, C++, HTML, Writing, Rhythm, Dancing",Newspaper,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1193,17,Other,75.33,68.9,Math,Arts,,Science Fair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1194,18,Other,72.7,66.91,Psychology,Technology,"C++, Statistics, Public Speaking",Media Club,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1195,24,Female,83.9,90.42,Math,Media,"Machine Learning, Java, CSS, Instrument",Coding Club,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1196,18,Female,56.54,66.85,Political Science,Technology,"Communication, Voice Modulation",Newspaper,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1197,17,Male,60.03,70.2,Political Science,Arts,"C++, HTML, CAD, Photoshop, Public Speaking, Communication",Psych Club,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0
1198,23,Other,74.17,60.6,Biology,Finance,"Acting, Singing",Peer Counseling,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1199,22,Other,65.78,65.95,Biology,Law,"Java, Statistics, CSS, Public Speaking, Communication, Rhythm, Photography",Psych Club,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1
1200,23,Male,77.07,78.83,Political Science,Medicine,"C++, CAD, Rhythm, Acting",Photo Walk,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1201,17,Female,67.78,80.12,Physics,Technology,"Writing, Instrument, Dancing",Psych Club,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1202,21,Other,69.53,74.74,Political Science,Medicine,"Python, Machine Learning, Java, Sketching, Creativity, Writing, Communication",Photo Walk,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1
1203,20,Male,91.73,94.09,English,Technology,"Machine Learning, C++, HTML, Sewing, Acting",Science Fair,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1204,25,Other,62.0,87.96,History,Technology,"Singing, Dancing",Media Club,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1205,21,Male,83.11,64.22,History,Psychology,"Python, Communication, Instrument, Acting",Coding Club,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
1206,22,Male,83.19,96.46,History,Education,"Statistics, Python, Communication, Acting",Newspaper,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1
1207,20,Male,63.77,66.99,Math,Psychology,"Instrument, Acting",Psych Club,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1208,25,Female,85.18,81.26,History,Finance,"Creativity, Sewing, Dancing",Science Fair,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
1209,23,Male,80.51,82.09,Math,Psychology,"HTML, Java, Python, Photoshop, Sewing, Public Speaking, Acting, Instrument",Coding Club,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1210,21,Male,78.91,62.08,History,Technology,"Statistics, Python, Machine Learning, CAD, Sewing, Dancing, Singing",Peer Counseling,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
1211,21,Female,85.47,92.04,Biology,Law,"CSS, Java, C++, Sketching, Creativity, Public Speaking, Instrument",Science Fair,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1
1212,23,Female,72.71,77.48,Computer Science,Law,"Statistics, CAD, Sewing, Voice Modulation",Photography Club,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1213,21,Male,59.69,84.17,English,Law,"Statistics, CSS, Java, Communication, Rhythm, Photography",Science Fair,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
1214,19,Other,80.72,77.25,Psychology,Technology,"Photoshop, Writing, Public Speaking",Coding Club,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
1215,17,Female,86.24,73.99,Psychology,Technology,"Python, C++, Machine Learning, CAD, Sewing, Rhythm, Acting",Photo Walk,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1
1216,18,Male,80.65,65.76,Computer Science,Arts,"Photoshop, CAD",Peer Counseling,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1217,21,Male,74.76,75.91,Physics,Medicine,,Peer Counseling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,17,Female,77.25,73.57,Biology,Technology,Voice Modulation,Psych Club,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1219,23,Female,73.69,87.91,Physics,Finance,"HTML, C++, Voice Modulation, Photography, Acting",Photography Club,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1220,17,Other,70.63,58.72,Computer Science,Finance,"C++, Python, CAD, Writing, Dancing",Science Fair,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1221,22,Other,92.5,94.58,Computer Science,Finance,"Photoshop, Public Speaking, Singing, Dancing",Coding Club,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1222,20,Other,62.08,86.28,Biology,Psychology,"Java, CSS, Photoshop, Public Speaking, Dancing, Acting",Coding Club,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
1223,20,Other,69.97,81.16,Physics,Economics,"CSS, Photoshop, CAD, Instrument, Acting",Newspaper,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0
1224,21,Other,77.94,75.19,Physics,Media,"CSS, Python, Sewing, CAD, Rhythm",Newspaper,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1225,19,Male,67.16,69.71,History,Law,"Creativity, Photoshop, Acting",Coding Club,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
1226,20,Male,65.84,68.02,Physics,Arts,"Creativity, Dancing",Coding Club,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1227,24,Male,74.33,69.41,Computer Science,Economics,"Java, Writing, Communication, Rhythm",Media Club,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0
1228,23,Male,81.82,95.85,English,Media,"HTML, Python, C++, Sewing, Voice Modulation, Writing",Media Club,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
1229,18,Female,69.2,80.87,English,Psychology,Java,Coding Club,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1230,18,Other,80.0,83.66,Psychology,Technology,"CSS, C++, Photoshop, Communication, Public Speaking, Singing",Science Fair,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
1231,25,Male,75.76,86.91,Political Science,Technology,"Java, Machine Learning, CAD, Photoshop, Writing, Singing, Dancing",Psych Club,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1
1232,25,Other,79.82,63.15,History,Media,"Statistics, Java, Creativity, Communication",Newspaper,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1
1233,24,Female,83.69,88.65,Computer Science,Technology,"HTML, Sewing, Photoshop, Instrument, Photography",Media Club,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1234,19,Male,67.37,78.46,Computer Science,Media,"Java, CAD, Sketching, Acting",Media Club,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1235,17,Female,81.83,75.49,Math,Law,"Public Speaking, Communication, Photography",Coding Club,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1236,20,Other,85.73,106.37,Psychology,Psychology,"Java, Sewing, Sketching, Writing, Photography",Coding Club,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0
1237,17,Female,67.14,61.43,Biology,Media,"Statistics, Photoshop, Sketching, Voice Modulation, Acting",Media Club,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1
1238,22,Female,78.04,86.66,English,Medicine,"HTML, Machine Learning, CSS, Sewing, Creativity, Public Speaking",Science Fair,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1239,24,Female,72.69,95.44,Biology,Medicine,"Statistics, C++, Sewing, Creativity, Public Speaking",Photography Club,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
1240,20,Female,61.61,86.32,History,Technology,"C++, Statistics, CSS, Creativity, Communication, Public Speaking, Instrument",Photo Walk,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1
1241,22,Other,68.94,98.63,English,Technology,"Python, Sketching, Creativity, Dancing, Rhythm",Science Fair,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
1242,19,Other,94.93,68.8,Computer Science,Law,"HTML, Machine Learning, C++, CAD, Sketching, Photography",Peer Counseling,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1243,18,Female,69.5,88.32,Biology,Education,Acting,Coding Club,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1244,24,Other,71.13,77.46,History,Media,"C++, Voice Modulation, Singing, Acting",Coding Club,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
1245,23,Female,75.25,54.96,English,Economics,"Python, Photoshop",Psych Club,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0
1246,21,Male,74.86,69.72,History,Arts,"Java, Python, CSS",Media Club,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1247,22,Other,70.07,95.32,History,Medicine,"Java, Public Speaking, Voice Modulation, Instrument",Coding Club,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1248,19,Male,62.43,87.76,English,Technology,"Java, CSS, Machine Learning",Psych Club,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
